id,TrialOrder,Condition,Object,CorrectSide,Pointing_Right,Correct_Pointing,PropLook_Correct,PropLook_Right,Correct_Looking,sex,ageM,vcbAll,noun,verb
sm001,1,Match,cup,right,1,1,1,1,1,m,23,266,149,15
sm001,2,Match,shoe,left,0,1,0.833333333,0.166666667,1,m,23,266,149,15
sm001,3,ObjAbs,cup,right,1,1,0.416666667,0.416666667,0,m,23,266,149,15
sm001,4,ObjDiff,cup,right,0,0,0.116666667,0.116666667,0,m,23,266,149,15
sm001,5,Mis,cup,left,0,1,0.7,0.3,1,m,23,266,149,15
sm001,6,ObjAbs,shoe,left,0,1,0.933333333,0.066666667,1,m,23,266,149,15
sm001,7,Mis,shoe,right,0,0,0.533333333,0.533333333,1,m,23,266,149,15
sm001,8,ObjDiff,shoe,left,0,1,0.716666667,0.283333333,1,m,23,266,149,15
sm001,9,Match,cup,left,0,1,1,0,1,m,23,266,149,15
sm001,10,Match,shoe,right,1,1,0.983333333,0.983333333,1,m,23,266,149,15
sm001,11,ObjAbs,cup,left,0,1,0.916666667,0.083333333,1,m,23,266,149,15
sm001,12,ObjDiff,cup,left,0,1,0.833333333,0.166666667,1,m,23,266,149,15
sm001,13,Mis,cup,right,1,1,1,1,1,m,23,266,149,15
sm001,14,ObjAbs,shoe,right,0,0,0.133333333,0.133333333,0,m,23,266,149,15
sm001,15,Mis,shoe,left,0,1,0.983333333,0.016666667,1,m,23,266,149,15
sm001,16,ObjDiff,shoe,right,1,1,1,1,1,m,23,266,149,15
ai003,1,Match,cup,right,1,1,1,1,1,f,23,135,54,2
ai003,2,Match,shoe,left,0,1,0.866666667,0.133333333,1,f,23,135,54,2
ai003,3,Mis,cup,left,0,1,0.833333333,0.166666667,1,f,23,135,54,2
ai003,4,ObjDiff,cup,right,1,1,1,1,1,f,23,135,54,2
ai003,5,Mis,shoe,right,1,1,0.8,0.8,1,f,23,135,54,2
ai003,6,ObjAbs,cup,right,0,0,0.166666667,0.166666667,0,f,23,135,54,2
ai003,7,ObjDiff,shoe,left,1,0,0.333333333,0.666666667,0,f,23,135,54,2
ai003,8,ObjAbs,shoe,left,1,0,0,1,0,f,23,135,54,2
ai003,9,Match,cup,left,0,1,0.716666667,0.283333333,1,f,23,135,54,2
ai003,10,Match,shoe,right,1,1,1,1,1,f,23,135,54,2
ai003,11,Mis,cup,right,1,1,0.7,0.7,1,f,23,135,54,2
ai003,12,ObjDiff,cup,left,0,1,1,0,1,f,23,135,54,2
ai003,13,Mis,shoe,left,0,1,0.666666667,0.333333333,1,f,23,135,54,2
ai003,14,ObjAbs,cup,left,0,1,1,0,1,f,23,135,54,2
ai003,15,ObjDiff,shoe,right,1,1,0.633333333,0.633333333,1,f,23,135,54,2
ai003,16,ObjAbs,shoe,right,0,0,0,0,0,f,23,135,54,2
mn001,1,Match,cup,right,0,0,0,0,0,m,21,80,23,2
mn001,2,Match,shoe,right,1,1,0.6,0.6,1,m,21,80,23,2
mn001,3,ObjAbs,shoe,left,0,1,0.916666667,0.083333333,1,m,21,80,23,2
mn001,4,ObjDiff,cup,left,0,1,0.833333333,0.166666667,1,m,21,80,23,2
mn001,5,Mis,cup,right,0,0,0,0,0,m,21,80,23,2
mn001,6,ObjDiff,shoe,left,0,1,1,0,1,m,21,80,23,2
mn001,7,ObjAbs,cup,right,0,0,0,0,0,m,21,80,23,2
mn001,8,Mis,shoe,left,0,1,0.866666667,0.133333333,1,m,21,80,23,2
mn001,9,Match,cup,left,0,1,0.716666667,0.283333333,1,m,21,80,23,2
mn001,10,Match,shoe,left,0,1,1,0,1,m,21,80,23,2
mn001,11,ObjAbs,shoe,right,0,0,0,0,0,m,21,80,23,2
mn001,12,ObjDiff,cup,right,0,0,0,0,0,m,21,80,23,2
mn001,13,Mis,cup,left,1,0,0.3,0.7,0,m,21,80,23,2
mn001,14,ObjDiff,shoe,right,0,0,0,0,0,m,21,80,23,2
mn001,15,ObjAbs,cup,left,0,1,1,0,1,m,21,80,23,2
mn001,16,Mis,shoe,right,1,1,0.666666667,0.666666667,1,m,21,80,23,2
mn002,1,Match,cup,right,1,1,0.483333333,0.483333333,0,m,21,4,0,0
mn002,2,Match,shoe,left,0,1,1,0,1,m,21,4,0,0
mn002,3,ObjAbs,shoe,left,0,1,0.733333333,0.266666667,1,m,21,4,0,0
mn002,4,Mis,cup,right,1,1,0.95,0.95,1,m,21,4,0,0
mn002,5,ObjDiff,shoe,left,0,1,1,0,1,m,21,4,0,0
mn002,6,ObjAbs,cup,right,1,1,0.416666667,0.416666667,0,m,21,4,0,0
mn002,7,Mis,shoe,left,1,0,0.416666667,0.583333333,0,m,21,4,0,0
mn002,8,ObjDiff,cup,right,1,1,0.783333333,0.783333333,1,m,21,4,0,0
mn002,9,Match,cup,left,1,0,0.166666667,0.833333333,0,m,21,4,0,0
mn002,10,Match,shoe,right,1,1,0.95,0.95,1,m,21,4,0,0
mn002,11,ObjAbs,shoe,right,1,1,0.75,0.75,1,m,21,4,0,0
mn002,12,Mis,cup,left,1,0,0.466666667,0.533333333,0,m,21,4,0,0
mn002,13,ObjDiff,shoe,right,1,1,0.916666667,0.916666667,1,m,21,4,0,0
mn002,14,ObjAbs,cup,left,1,0,0.016666667,0.983333333,0,m,21,4,0,0
mn002,15,Mis,shoe,right,1,1,0.95,0.95,1,m,21,4,0,0
mn002,16,ObjDiff,cup,left,1,0,0.016666667,0.983333333,0,m,21,4,0,0
ki001,1,Match,shoe,right,1,1,0.483333333,0.483333333,0,m,23,86,35,1
ki001,2,Match,cup,right,0,0,0.483333333,0.483333333,0,m,23,86,35,1
ki001,3,ObjAbs,shoe,right,0,0,0,0,0,m,23,86,35,1
ki001,4,ObjDiff,cup,left,1,0,0.7,0.3,1,m,23,86,35,1
ki001,5,Mis,cup,left,0,1,1,0,1,m,23,86,35,1
ki001,6,ObjAbs,cup,right,1,1,0.4,0.4,0,m,23,86,35,1
ki001,7,Mis,shoe,left,0,1,1,0,1,m,23,86,35,1
ki001,8,ObjDiff,shoe,left,0,1,0.796296296,0.203703704,1,m,23,86,35,1
ki001,9,Match,shoe,left,0,1,1,0,1,m,23,86,35,1
ki001,10,Match,cup,left,0,1,1,0,1,m,23,86,35,1
ki001,11,ObjAbs,shoe,left,0,1,1,0,1,m,23,86,35,1
ki001,12,ObjDiff,cup,right,0,0,0.083333333,0.083333333,0,m,23,86,35,1
ki001,13,Mis,cup,right,0,0,0.016666667,0.016666667,0,m,23,86,35,1
ki001,14,ObjAbs,cup,left,0,1,1,0,1,m,23,86,35,1
ki001,15,Mis,shoe,right,1,1,1,1,1,m,23,86,35,1
ki001,16,ObjDiff,shoe,right,NA,NA,1,1,1,m,23,86,35,1
ki003,1,Match,cup,right,1,1,0.683333333,0.683333333,1,f,19,9,1,1
ki003,2,Match,shoe,right,1,1,1,1,1,f,19,9,1,1
ki003,3,Mis,cup,right,0,0,0.183333333,0.183333333,0,f,19,9,1,1
ki003,4,Mis,shoe,right,0,0,0.25,0.25,0,f,19,9,1,1
ki003,5,ObjDiff,shoe,left,0,1,0.783333333,0.216666667,1,f,19,9,1,1
ki003,6,ObjDiff,cup,left,1,0,0.3,0.7,0,f,19,9,1,1
ki003,7,ObjAbs,cup,left,1,0,0,1,0,f,19,9,1,1
ki003,8,ObjAbs,shoe,left,0,1,1,0,1,f,19,9,1,1
ki003,9,Match,cup,left,0,1,1,0,1,f,19,9,1,1
ki003,10,Match,shoe,left,0,1,1,0,1,f,19,9,1,1
ki003,11,Mis,cup,left,1,0,0.483333333,0.516666667,0,f,19,9,1,1
ki003,12,Mis,shoe,left,0,1,0.928571429,0.071428571,1,f,19,9,1,1
ki003,13,ObjDiff,shoe,right,1,1,1,1,1,f,19,9,1,1
ki003,14,ObjDiff,cup,right,1,1,0.45,0.45,0,f,19,9,1,1
ki003,15,ObjAbs,cup,right,1,1,0.6,0.6,1,f,19,9,1,1
ki003,16,ObjAbs,shoe,right,1,1,0.983333333,0.983333333,1,f,19,9,1,1
kd004,1,Match,cup,right,1,1,1,1,1,f,23,398,181,59
kd004,2,Match,shoe,left,0,1,1,0,1,f,23,398,181,59
kd004,3,Mis,shoe,right,1,1,1,1,1,f,23,398,181,59
kd004,4,ObjAbs,cup,left,1,0,0,1,0,f,23,398,181,59
kd004,5,ObjAbs,shoe,left,0,1,0.933333333,0.066666667,1,f,23,398,181,59
kd004,6,Mis,cup,left,0,1,1,0,1,f,23,398,181,59
kd004,7,ObjDiff,shoe,right,1,1,1,1,1,f,23,398,181,59
kd004,8,ObjDiff,cup,right,1,1,0.05,0.05,0,f,23,398,181,59
kd004,9,Match,cup,left,0,1,0.933333333,0.066666667,1,f,23,398,181,59
kd004,10,Match,shoe,right,1,1,1,1,1,f,23,398,181,59
kd004,11,Mis,shoe,left,0,1,0,1,0,f,23,398,181,59
kd004,12,ObjAbs,cup,right,0,0,0.916666667,0.916666667,1,f,23,398,181,59
kd004,13,ObjAbs,shoe,right,0,0,0,0,0,f,23,398,181,59
kd004,14,Mis,cup,right,1,1,1,1,1,f,23,398,181,59
kd004,15,ObjDiff,shoe,left,1,0,0.416666667,0.583333333,0,f,23,398,181,59
kd004,16,ObjDiff,cup,left,1,0,0.283333333,0.716666667,0,f,23,398,181,59
kd005,1,Match,cup,left,0,1,0.65,0.35,1,m,23,351,170,21
kd005,2,Match,shoe,left,0,1,0.65,0.35,1,m,23,351,170,21
kd005,3,Mis,shoe,left,0,1,0.116666667,0.883333333,0,m,23,351,170,21
kd005,4,ObjDiff,cup,right,1,1,0.666666667,0.666666667,1,m,23,351,170,21
kd005,5,ObjAbs,cup,right,1,1,1,1,1,m,23,351,170,21
kd005,6,Mis,cup,right,1,1,1,1,1,m,23,351,170,21
kd005,7,ObjDiff,shoe,left,0,1,0.2,0.8,0,m,23,351,170,21
kd005,8,ObjAbs,shoe,right,0,0,0.883333333,0.883333333,1,m,23,351,170,21
kd005,9,Match,cup,right,1,1,1,1,1,m,23,351,170,21
kd005,10,Match,shoe,right,1,1,1,1,1,m,23,351,170,21
kd005,11,Mis,shoe,right,1,1,1,1,1,m,23,351,170,21
kd005,12,ObjDiff,cup,left,0,1,0,1,0,m,23,351,170,21
kd005,13,ObjAbs,cup,left,0,1,0.65,0.35,1,m,23,351,170,21
kd005,14,Mis,cup,left,0,1,0.543859649,0.456140351,1,m,23,351,170,21
kd005,15,ObjDiff,shoe,right,1,1,0.5,0.5,1,m,23,351,170,21
kd005,16,ObjAbs,shoe,left,0,1,0.3,0.7,0,m,23,351,170,21
kd007,1,Match,cup,left,0,1,1,0,1,m,21,86,30,7
kd007,2,Match,shoe,right,1,1,1,1,1,m,21,86,30,7
kd007,3,ObjDiff,shoe,left,1,0,0.166666667,0.833333333,0,m,21,86,30,7
kd007,4,ObjAbs,shoe,left,1,0,0.333333333,0.666666667,0,m,21,86,30,7
kd007,5,Mis,shoe,right,1,1,0.875,0.875,1,m,21,86,30,7
kd007,6,ObjAbs,cup,left,1,0,0.047619048,0.952380952,0,m,21,86,30,7
kd007,7,ObjDiff,cup,right,0,0,0,0,0,m,21,86,30,7
kd007,8,Mis,cup,right,1,1,0.8,0.8,1,m,21,86,30,7
kd007,9,Match,cup,right,1,1,0.88372093,0.88372093,1,m,21,86,30,7
kd007,10,Match,shoe,left,0,1,1,0,1,m,21,86,30,7
kd007,11,ObjDiff,shoe,right,1,1,0.533333333,0.533333333,1,m,21,86,30,7
kd007,12,ObjAbs,shoe,right,1,1,1,1,1,m,21,86,30,7
kd007,13,Mis,shoe,left,1,0,0.233333333,0.766666667,0,m,21,86,30,7
kd007,14,ObjAbs,cup,right,1,1,1,1,1,m,21,86,30,7
kd007,15,ObjDiff,cup,left,1,0,0,1,0,m,21,86,30,7
kd007,16,Mis,cup,left,0,1,0.983333333,0.016666667,1,m,21,86,30,7
kd101,1,Match,shoe,right,1,1,1,1,1,f,23,144,61,13
kd101,2,Match,cup,right,1,1,1,1,1,f,23,144,61,13
kd101,3,Mis,cup,left,0,1,1,0,1,f,23,144,61,13
kd101,4,ObjDiff,shoe,left,0,1,1,0,1,f,23,144,61,13
kd101,5,ObjDiff,cup,right,1,1,0.95,0.95,1,f,23,144,61,13
kd101,6,ObjAbs,shoe,left,1,0,0,1,0,f,23,144,61,13
kd101,7,Mis,shoe,right,1,1,1,1,1,f,23,144,61,13
kd101,8,ObjAbs,cup,left,1,0,0,1,0,f,23,144,61,13
kd101,9,Match,shoe,left,0,1,0.833333333,0.166666667,1,f,23,144,61,13
kd101,10,Match,cup,left,0,1,1,0,1,f,23,144,61,13
kd101,11,Mis,cup,right,1,1,1,1,1,f,23,144,61,13
kd101,12,ObjDiff,shoe,right,0,0,0,0,0,f,23,144,61,13
kd101,13,ObjDiff,cup,left,1,0,0,1,0,f,23,144,61,13
kd101,14,ObjAbs,shoe,right,1,1,1,1,1,f,23,144,61,13
kd101,15,Mis,shoe,left,1,0,0,1,0,f,23,144,61,13
kd101,16,ObjAbs,cup,right,1,1,1,1,1,f,23,144,61,13
kd102,1,Match,cup,right,1,1,0.966666667,0.966666667,1,m,19,102,38,3
kd102,2,Match,shoe,right,1,1,1,1,1,m,19,102,38,3
kd102,3,ObjAbs,cup,left,1,0,0.116666667,0.883333333,0,m,19,102,38,3
kd102,4,ObjAbs,shoe,left,1,0,0,1,0,m,19,102,38,3
kd102,5,Mis,cup,right,1,1,1,1,1,m,19,102,38,3
kd102,6,ObjDiff,shoe,left,1,0,0,1,0,m,19,102,38,3
kd102,7,ObjDiff,cup,left,1,0,0,1,0,m,19,102,38,3
kd102,8,Mis,shoe,right,1,1,1,1,1,m,19,102,38,3
kd102,9,Match,cup,left,0,1,0.933333333,0.066666667,1,m,19,102,38,3
kd102,10,Match,shoe,left,0,1,0.85,0.15,1,m,19,102,38,3
kd102,11,ObjAbs,cup,right,0,0,0.216666667,0.216666667,0,m,19,102,38,3
kd102,12,ObjAbs,shoe,right,1,1,0.783333333,0.783333333,1,m,19,102,38,3
kd102,13,Mis,cup,left,0,1,0.783333333,0.216666667,1,m,19,102,38,3
kd102,14,ObjDiff,shoe,right,0,0,1,1,1,m,19,102,38,3
kd102,15,ObjDiff,cup,right,1,1,1,1,1,m,19,102,38,3
kd102,16,Mis,shoe,left,0,1,0.810810811,0.189189189,1,m,19,102,38,3
ai005,1,Match,shoe,right,1,1,1,1,1,f,23,101,44,5
ai005,2,Match,cup,left,0,1,1,0,1,f,23,101,44,5
ai005,3,ObjAbs,cup,left,0,1,1,0,1,f,23,101,44,5
ai005,4,ObjAbs,shoe,right,1,1,0.633333333,0.633333333,1,f,23,101,44,5
ai005,5,Mis,shoe,right,1,1,1,1,1,f,23,101,44,5
ai005,6,ObjDiff,cup,right,1,1,0.8,0.8,1,f,23,101,44,5
ai005,7,Mis,cup,left,1,0,0,1,0,f,23,101,44,5
ai005,8,ObjDiff,shoe,left,1,0,0.45,0.55,0,f,23,101,44,5
ai005,9,Match,shoe,left,0,1,0.55,0.45,1,f,23,101,44,5
ai005,10,Match,cup,right,1,1,1,1,1,f,23,101,44,5
ai005,11,ObjAbs,cup,right,NA,NA,1,1,1,f,23,101,44,5
ai005,12,ObjAbs,shoe,left,NA,NA,0.7,0.3,1,f,23,101,44,5
ai005,13,Mis,shoe,left,0,1,0.7,0.3,1,f,23,101,44,5
ai005,14,ObjDiff,cup,left,NA,NA,1,0,1,f,23,101,44,5
ai005,15,Mis,cup,right,0,0,0.4,0.4,0,f,23,101,44,5
ai005,16,ObjDiff,shoe,right,0,0,0.533333333,0.533333333,1,f,23,101,44,5
as004,1,Match,shoe,right,1,1,1,1,1,m,19,9,1,0
as004,2,Match,cup,left,0,1,1,0,1,m,19,9,1,0
as004,3,Mis,cup,left,0,1,1,0,1,m,19,9,1,0
as004,4,ObjDiff,cup,right,0,0,0,0,0,m,19,9,1,0
as004,5,ObjAbs,shoe,left,0,1,1,0,1,m,19,9,1,0
as004,6,ObjAbs,cup,left,0,1,1,0,1,m,19,9,1,0
as004,7,ObjDiff,shoe,right,1,1,1,1,1,m,19,9,1,0
as004,8,Mis,shoe,right,1,1,1,1,1,m,19,9,1,0
as004,9,Match,shoe,left,0,1,1,0,1,m,19,9,1,0
as004,10,Match,cup,right,0,0,0.1,0.1,0,m,19,9,1,0
as004,11,Mis,cup,right,1,1,1,1,1,m,19,9,1,0
as004,12,ObjDiff,cup,left,0,1,1,0,1,m,19,9,1,0
as004,13,ObjAbs,shoe,right,1,1,1,1,1,m,19,9,1,0
as004,14,ObjAbs,cup,right,1,1,1,1,1,m,19,9,1,0
as004,15,ObjDiff,shoe,left,1,0,0.016666667,0.983333333,0,m,19,9,1,0
as004,16,Mis,shoe,left,1,0,0,1,0,m,19,9,1,0
as008,1,Match,cup,left,0,1,1,0,1,f,23,79,27,1
as008,2,Match,shoe,left,0,1,0.966666667,0.033333333,1,f,23,79,27,1
as008,3,Mis,cup,left,0,1,1,0,1,f,23,79,27,1
as008,4,ObjAbs,cup,left,0,1,0,1,0,f,23,79,27,1
as008,5,ObjAbs,shoe,right,1,1,0.533333333,0.533333333,1,f,23,79,27,1
as008,6,Mis,shoe,right,1,1,1,1,1,f,23,79,27,1
as008,7,ObjDiff,cup,right,1,1,1,1,1,f,23,79,27,1
as008,8,ObjDiff,shoe,right,1,1,1,1,1,f,23,79,27,1
as008,9,Match,cup,right,1,1,1,1,1,f,23,79,27,1
as008,10,Match,shoe,right,1,1,1,1,1,f,23,79,27,1
as008,11,Mis,cup,right,1,1,1,1,1,f,23,79,27,1
as008,12,ObjAbs,cup,right,1,1,1,1,1,f,23,79,27,1
as008,13,ObjAbs,shoe,left,1,0,0,1,0,f,23,79,27,1
as008,14,Mis,shoe,left,0,1,1,0,1,f,23,79,27,1
as008,15,ObjDiff,cup,left,1,0,0,1,0,f,23,79,27,1
as008,16,ObjDiff,shoe,left,0,1,0.65,0.35,1,f,23,79,27,1
hs002,1,Match,cup,right,1,1,0.45,0.45,0,f,21,51,9,1
hs002,2,Match,shoe,right,1,1,1,1,1,f,21,51,9,1
hs002,3,ObjDiff,cup,right,1,1,0.983333333,0.983333333,1,f,21,51,9,1
hs002,4,ObjAbs,cup,right,1,1,0.95,0.95,1,f,21,51,9,1
hs002,5,ObjDiff,shoe,left,0,1,0.9,0.1,1,f,21,51,9,1
hs002,6,Mis,cup,left,0,1,0.966666667,0.033333333,1,f,21,51,9,1
hs002,7,ObjAbs,shoe,left,0,1,1,0,1,f,21,51,9,1
hs002,8,Mis,shoe,left,0,1,1,0,1,f,21,51,9,1
hs002,9,Match,cup,left,0,1,1,0,1,f,21,51,9,1
hs002,10,Match,shoe,left,0,1,1,0,1,f,21,51,9,1
hs002,11,ObjDiff,cup,left,0,1,1,0,1,f,21,51,9,1
hs002,12,ObjAbs,cup,left,0,1,0.633333333,0.366666667,1,f,21,51,9,1
hs002,13,ObjDiff,shoe,right,0,0,0,0,0,f,21,51,9,1
hs002,14,Mis,cup,right,1,1,1,1,1,f,21,51,9,1
hs002,15,ObjAbs,shoe,right,1,1,1,1,1,f,21,51,9,1
hs002,16,Mis,shoe,right,0,0,0.683333333,0.683333333,1,f,21,51,9,1
hs005,1,Match,shoe,right,1,1,0.666666667,0.666666667,1,f,19,75,19,1
hs005,2,Match,cup,left,0,1,0.625,0.375,1,f,19,75,19,1
hs005,3,ObjDiff,shoe,left,0,1,0.8,0.2,1,f,19,75,19,1
hs005,4,ObjAbs,shoe,right,0,0,0.483333333,0.483333333,0,f,19,75,19,1
hs005,5,ObjAbs,cup,left,0,1,0.895833333,0.104166667,1,f,19,75,19,1
hs005,6,Mis,shoe,left,0,1,0.555555556,0.444444444,1,f,19,75,19,1
hs005,7,ObjDiff,cup,right,0,0,0,0,0,f,19,75,19,1
hs005,8,Mis,cup,right,1,1,1,1,1,f,19,75,19,1
hs005,9,Match,shoe,left,0,1,0.866666667,0.133333333,1,f,19,75,19,1
hs005,10,Match,cup,right,1,1,0.983333333,0.983333333,1,f,19,75,19,1
hs005,11,ObjDiff,shoe,right,0,0,0,0,0,f,19,75,19,1
hs005,12,ObjAbs,shoe,left,0,1,0.833333333,0.166666667,1,f,19,75,19,1
hs005,13,ObjAbs,cup,right,0,0,0.35,0.35,0,f,19,75,19,1
hs005,14,Mis,shoe,right,1,1,1,1,1,f,19,75,19,1
hs005,15,ObjDiff,cup,left,1,0,0.383333333,0.616666667,0,f,19,75,19,1
hs005,16,Mis,cup,left,0,1,0.805555556,0.194444444,1,f,19,75,19,1
hn009,1,Match,cup,left,0,1,0.45,0.55,0,m,19,38,7,0
hn009,2,Match,shoe,left,0,1,0.6,0.4,1,m,19,38,7,0
hn009,3,Mis,shoe,right,0,0,0.016666667,0.016666667,0,m,19,38,7,0
hn009,4,ObjDiff,shoe,right,1,1,1,1,1,m,19,38,7,0
hn009,5,ObjAbs,shoe,right,1,1,0.15,0.15,0,m,19,38,7,0
hn009,6,ObjDiff,cup,left,1,0,0.35,0.65,0,m,19,38,7,0
hn009,7,ObjAbs,cup,left,1,0,0.8,0.2,1,m,19,38,7,0
hn009,8,Mis,cup,right,1,1,0.4,0.4,0,m,19,38,7,0
hn009,9,Match,cup,right,1,1,1,1,1,m,19,38,7,0
hn009,10,Match,shoe,right,1,1,0.55,0.55,1,m,19,38,7,0
hn009,11,Mis,shoe,left,1,0,0,1,0,m,19,38,7,0
hn009,12,ObjDiff,shoe,left,1,0,0,1,0,m,19,38,7,0
hn009,13,ObjAbs,shoe,left,1,0,0,1,0,m,19,38,7,0
hn009,14,ObjDiff,cup,right,1,1,0.25,0.25,0,m,19,38,7,0
hn009,15,ObjAbs,cup,right,1,1,1,1,1,m,19,38,7,0
hn009,16,Mis,cup,left,NA,NA,0.366666667,0.633333333,0,m,19,38,7,0
mn007,1,Match,cup,right,1,1,1,1,1,m,21,155,82,6
mn007,2,Match,shoe,left,0,1,0.766666667,0.233333333,1,m,21,155,82,6
mn007,3,ObjDiff,cup,left,1,0,0.266666667,0.733333333,0,m,21,155,82,6
mn007,4,ObjAbs,shoe,right,NA,NA,0.283333333,0.283333333,0,m,21,155,82,6
mn007,5,ObjDiff,shoe,right,1,1,0.8,0.8,1,m,21,155,82,6
mn007,6,ObjAbs,cup,left,0,1,1,0,1,m,21,155,82,6
mn007,7,Mis,cup,left,0,1,0.616666667,0.383333333,1,m,21,155,82,6
mn007,8,Mis,shoe,right,0,0,0.466666667,0.466666667,0,m,21,155,82,6
mn007,9,Match,cup,left,0,1,0.964912281,0.035087719,1,m,21,155,82,6
mn007,10,Match,shoe,right,1,1,1,1,1,m,21,155,82,6
mn007,11,ObjDiff,cup,right,1,1,0,0,0,m,21,155,82,6
mn007,12,ObjAbs,shoe,left,NA,NA,0.25,0.75,0,m,21,155,82,6
mn007,13,ObjDiff,shoe,left,0,1,0.916666667,0.083333333,1,m,21,155,82,6
mn007,14,ObjAbs,cup,right,1,1,0.933333333,0.933333333,1,m,21,155,82,6
mn007,15,Mis,cup,right,0,0,0.466666667,0.466666667,0,m,21,155,82,6
mn007,16,Mis,shoe,left,0,1,1,0,1,m,21,155,82,6
kz003,1,Match,cup,left,0,1,0.953488372,0.046511628,1,f,22,195,84,16
kz003,2,Match,shoe,right,1,1,0.972222222,0.972222222,1,f,22,195,84,16
kz003,3,Mis,cup,left,0,1,0.847826087,0.152173913,1,f,22,195,84,16
kz003,4,ObjAbs,shoe,right,NA,NA,0.033333333,0.033333333,0,f,22,195,84,16
kz003,5,Mis,shoe,right,1,1,0.566666667,0.566666667,1,f,22,195,84,16
kz003,6,ObjDiff,shoe,right,1,1,1,1,1,f,22,195,84,16
kz003,7,ObjDiff,cup,left,1,0,0.883333333,0.116666667,1,f,22,195,84,16
kz003,8,ObjAbs,cup,left,1,0,0.75,0.25,1,f,22,195,84,16
kz003,9,Match,cup,right,1,1,1,1,1,f,22,195,84,16
kz003,10,Match,shoe,left,1,0,0,1,0,f,22,195,84,16
kz003,11,Mis,cup,right,1,1,1,1,1,f,22,195,84,16
kz003,12,ObjAbs,shoe,left,0,1,0.829268293,0.170731707,1,f,22,195,84,16
kz003,13,Mis,shoe,left,0,1,0.766666667,0.233333333,1,f,22,195,84,16
kz003,14,ObjDiff,shoe,left,1,0,0.483333333,0.516666667,0,f,22,195,84,16
kz003,15,ObjDiff,cup,right,1,1,0.533333333,0.533333333,1,f,22,195,84,16
kz003,16,ObjAbs,cup,right,1,1,0.5,0.5,1,f,22,195,84,16
kz004,1,Match,cup,right,1,1,0.533333333,0.533333333,1,m,20,45,8,1
kz004,2,Match,shoe,right,1,1,1,1,1,m,20,45,8,1
kz004,3,ObjAbs,cup,right,NA,NA,0.566666667,0.566666667,1,m,20,45,8,1
kz004,4,ObjDiff,shoe,right,1,1,1,1,1,m,20,45,8,1
kz004,5,Mis,cup,left,1,0,0,1,0,m,20,45,8,1
kz004,6,ObjAbs,shoe,left,1,0,0.333333333,0.666666667,0,m,20,45,8,1
kz004,7,Mis,shoe,left,1,0,0,1,0,m,20,45,8,1
kz004,8,ObjDiff,cup,left,1,0,0.533333333,0.466666667,1,m,20,45,8,1
kz004,9,Match,cup,left,1,0,0.216666667,0.783333333,0,m,20,45,8,1
kz004,10,Match,shoe,left,1,0,0.25,0.75,0,m,20,45,8,1
kz004,11,ObjAbs,cup,left,NA,NA,0.683333333,0.316666667,1,m,20,45,8,1
kz004,12,ObjDiff,shoe,left,1,0,0.1,0.9,0,m,20,45,8,1
kz004,13,Mis,cup,right,1,1,0.116666667,0.116666667,0,m,20,45,8,1
kz004,14,ObjAbs,shoe,right,NA,NA,NA,NA,NA,m,20,45,8,1
kz004,15,Mis,shoe,right,1,1,0.1,0.1,0,m,20,45,8,1
kz004,16,ObjDiff,cup,right,NA,NA,0,0,0,m,20,45,8,1
sm002,1,Match,cup,right,1,1,0.95,0.95,1,m,20,42,8,2
sm002,2,Match,shoe,right,0,0,0.116666667,0.116666667,0,m,20,42,8,2
sm002,3,Mis,shoe,left,1,0,0,1,0,m,20,42,8,2
sm002,4,ObjDiff,cup,left,1,0,0,1,0,m,20,42,8,2
sm002,5,Mis,cup,right,1,1,1,1,1,m,20,42,8,2
sm002,6,ObjAbs,cup,left,1,0,0,1,0,m,20,42,8,2
sm002,7,ObjAbs,shoe,right,0,0,0,0,0,m,20,42,8,2
sm002,8,ObjDiff,shoe,left,1,0,0,1,0,m,20,42,8,2
sm002,9,Match,cup,left,1,0,0,1,0,m,20,42,8,2
sm002,10,Match,shoe,left,0,1,0.166666667,0.833333333,0,m,20,42,8,2
sm002,11,Mis,shoe,right,1,1,1,1,1,m,20,42,8,2
sm002,12,ObjDiff,cup,right,1,1,1,1,1,m,20,42,8,2
sm002,13,Mis,cup,left,0,1,1,0,1,m,20,42,8,2
sm002,14,ObjAbs,cup,right,1,1,0.983333333,0.983333333,1,m,20,42,8,2
sm002,15,ObjAbs,shoe,left,1,0,0,1,0,m,20,42,8,2
sm002,16,ObjDiff,shoe,right,1,1,1,1,1,m,20,42,8,2
sm008,1,Match,cup,left,0,1,1,0,1,f,18,317,154,57
sm008,2,Match,shoe,right,1,1,1,1,1,f,18,317,154,57
sm008,3,ObjAbs,cup,right,0,0,0.016666667,0.016666667,0,f,18,317,154,57
sm008,4,Mis,shoe,left,1,0,0.216666667,0.783333333,0,f,18,317,154,57
sm008,5,ObjDiff,shoe,right,1,1,0.833333333,0.833333333,1,f,18,317,154,57
sm008,6,ObjAbs,shoe,left,1,0,0.133333333,0.866666667,0,f,18,317,154,57
sm008,7,ObjDiff,cup,right,0,0,0.02173913,0.02173913,0,f,18,317,154,57
sm008,8,Mis,cup,left,0,1,1,0,1,f,18,317,154,57
sm008,9,Match,cup,right,NA,NA,1,1,1,f,18,317,154,57
sm008,10,Match,shoe,left,0,1,0.616666667,0.383333333,1,f,18,317,154,57
